url,publisher,repo,slug,name,description,category,tags,install_count,github_stars,install_command,date_added,security_audited,external_links
https://skills.sh/vercel-labs/skills/find-skills,vercel-labs,skills,find-skills,"find-skills","Discover and install skills for AI agents.",Frontend/Design,"find, skills",185K,100,"$ npx skills add https://github.com/vercel-labs/skills --skill find-skills",,true,"https://vercel.com, https://github.com/vercel-labs/skills"
https://skills.sh/vercel-labs/agent-skills/vercel-react-best-practices,vercel-labs,agent-skills,vercel-react-best-practices,"vercel-react-best-practices","Discover and install skills for AI agents.",Frontend/Design,"vercel, react, best, practices",,,"$ npx skills add https://github.com/vercel-labs/agent-skills --skill vercel-react-best-practices",,true,"https://vercel.com, https://github.com/vercel-labs/agent-skills"
https://skills.sh/anthropics/skills/frontend-design,anthropics,skills,frontend-design,"frontend-design","Discover and install skills for AI agents.",Frontend/Design,"frontend, design",,,"$ npx skills add https://github.com/anthropics/skills --skill frontend-design",,true,"https://vercel.com, https://github.com/anthropics/skills"
https://skills.sh/soultrace-ai/soultrace-skill/soultrace,soultrace-ai,soultrace-skill,soultrace,"soultrace","Discover and install skills for AI agents.",Frontend/Design,"soultrace",,1,"$ npx skills add https://github.com/soultrace-ai/soultrace-skill --skill soultrace",,true,"https://vercel.com, https://soultrace.app/en, https://github.com/soultrace-ai/soultrace-skill"
https://skills.sh/vercel-labs/agent-skills/web-design-guidelines,vercel-labs,agent-skills,web-design-guidelines,"web-design-guidelines","Discover and install skills for AI agents.",Frontend/Design,"web, design, guidelines",,,"$ npx skills add https://github.com/vercel-labs/agent-skills --skill web-design-guidelines",,true,"https://vercel.com, https://github.com/vercel-labs/agent-skills"
https://skills.sh/remotion-dev/skills/remotion-best-practices,remotion-dev,skills,remotion-best-practices,"remotion-best-practices","Discover and install skills for AI agents.",Frontend/Design,"remotion, best, practices",,,"$ npx skills add https://github.com/remotion-dev/skills --skill remotion-best-practices",,true,"https://vercel.com, https://github.com/remotion-dev/skills/blob/HEAD/skills/remotion/./rules/subtitles.md, https://github.com/remotion-dev/skills/blob/HEAD/skills/remotion/./rules/ffmpeg.md, https://github.com/remotion-dev/skills/blob/HEAD/skills/remotion/./rules/silence-detection.md, https://github.com/remotion-dev/skills/blob/HEAD/skills/remotion/./rules/audio-visualization.md"
https://skills.sh/microsoft/azure-skills/microsoft-foundry,microsoft,azure-skills,microsoft-foundry,"microsoft-foundry","Discover and install skills for AI agents.",Cloud/Azure,"microsoft, foundry",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill microsoft-foundry",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/microsoft-foundry/foundry-agent/deploy/deploy.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/microsoft-foundry/foundry-agent/invoke/invoke.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/microsoft-foundry/foundry-agent/observe/observe.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/microsoft-foundry/foundry-agent/trace/trace.md"
https://skills.sh/microsoft/azure-skills/azure-ai,microsoft,azure-skills,azure-ai,"azure-ai","Discover and install skills for AI agents.",Cloud/Azure,"azure, ai",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-ai",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-ai/references/sdk/azure-search-documents-py.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-ai/references/sdk/azure-search-documents-ts.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-ai/references/sdk/azure-search-documents-dotnet.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-ai/references/sdk/azure-ai-openai-dotnet.md"
https://skills.sh/microsoft/azure-skills/azure-deploy,microsoft,azure-skills,azure-deploy,"azure-deploy","Discover and install skills for AI agents.",Cloud/Azure,"azure, deploy",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-deploy",,true,"https://vercel.com, https://learn.microsoft.com/azure/api-management/get-started-create-service-instance, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-deploy/references/pre-deploy-checklist.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-deploy/references/global-rules.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-deploy/references/pre-deploy-checklist.md"
https://skills.sh/microsoft/azure-skills/azure-prepare,microsoft,azure-skills,azure-prepare,"azure-prepare","Discover and install skills for AI agents.",Cloud/Azure,"azure, prepare",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-prepare",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-prepare/references/azure-context.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-prepare/references/global-rules.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-prepare/references/global-rules.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-prepare/references/services/sql-database/bicep.md"
https://skills.sh/microsoft/azure-skills/azure-diagnostics,microsoft,azure-skills,azure-diagnostics,"azure-diagnostics","Discover and install skills for AI agents.",Cloud/Azure,"azure, diagnostics",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-diagnostics",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-diagnostics/references/container-apps/README.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-diagnostics/references/functions/README.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-diagnostics/aks-troubleshooting/aks-troubleshooting.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-diagnostics/aks-troubleshooting/aks-troubleshooting.md"
https://skills.sh/microsoft/azure-skills/azure-validate,microsoft,azure-skills,azure-validate,"azure-validate","Discover and install skills for AI agents.",Cloud/Azure,"azure, validate",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-validate",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-validate/references/global-rules.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-validate/references/recipes/README.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-validate/references/recipes/README.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-validate/references/role-verification.md"
https://skills.sh/microsoft/azure-skills/azure-compute,microsoft,azure-skills,azure-compute,"azure-compute","Discover and install skills for AI agents.",Cloud/Azure,"azure, compute",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-compute",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-compute/workflows/vm-recommender/vm-recommender.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-compute/workflows/vm-troubleshooter/vm-troubleshooter.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-compute/workflows/capacity-reservation/capacity-reservation.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-compute/references/vm-families.md"
https://skills.sh/microsoft/azure-skills/entra-app-registration,microsoft,azure-skills,entra-app-registration,"entra-app-registration","Discover and install skills for AI agents.",Cloud/Azure,"entra, app, registration",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill entra-app-registration",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/entra-app-registration/references/cli-commands.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/entra-app-registration/references/BICEP-EXAMPLE.bicep, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/entra-app-registration/references/api-permissions.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/entra-app-registration/references/oauth-flows.md"
https://skills.sh/microsoft/azure-skills/azure-storage,microsoft,azure-skills,azure-storage,"azure-storage","Discover and install skills for AI agents.",Cloud/Azure,"azure, storage",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-storage",,true,"https://vercel.com, https://learn.microsoft.com/azure/storage/blobs/storage-blobs-overview, https://learn.microsoft.com/azure/storage/files/storage-files-introduction, https://learn.microsoft.com/azure/storage/queues/storage-queues-introduction, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-storage/references/sdk/azure-storage-blob-py.md"
https://skills.sh/microsoft/azure-skills/azure-rbac,microsoft,azure-skills,azure-rbac,"azure-rbac","Discover and install skills for AI agents.",Cloud/Azure,"azure, rbac",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-rbac",,true,"https://vercel.com, https://github.com/microsoft/azure-skills"
https://skills.sh/microsoft/azure-skills/azure-compliance,microsoft,azure-skills,azure-compliance,"azure-compliance","Discover and install skills for AI agents.",Cloud/Azure,"azure, compliance",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-compliance",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-compliance/references/azure-quick-review.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-compliance/references/azure-keyvault-expiration-audit.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-compliance/references/azure-resource-graph.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-compliance/references/sdk/azure-keyvault-py.md"
https://skills.sh/microsoft/azure-skills/appinsights-instrumentation,microsoft,azure-skills,appinsights-instrumentation,"appinsights-instrumentation","Discover and install skills for AI agents.",Cloud/Azure,"appinsights, instrumentation",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill appinsights-instrumentation",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/appinsights-instrumentation/references/auto.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/appinsights-instrumentation/examples/appinsights.bicep, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/appinsights-instrumentation/scripts/appinsights.ps1, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/appinsights-instrumentation/references/aspnetcore.md"
https://skills.sh/microsoft/azure-skills/azure-messaging,microsoft,azure-skills,azure-messaging,"azure-messaging","Discover and install skills for AI agents.",Cloud/Azure,"azure, messaging",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-messaging",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-messaging/references/service-troubleshooting.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-messaging/references/sdk/azure-eventhubs-py.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-messaging/references/sdk/azure-eventhubs-java.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-messaging/references/sdk/azure-eventhubs-js.md"
https://skills.sh/microsoft/azure-skills/azure-resource-visualizer,microsoft,azure-skills,azure-resource-visualizer,"azure-resource-visualizer","Discover and install skills for AI agents.",Cloud/Azure,"azure, resource, visualizer",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-resource-visualizer",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-resource-visualizer/references/azure-resource-graph.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-resource-visualizer/./assets/example-diagram.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-resource-visualizer/./assets/template-architecture.md, https://github.com/microsoft/azure-skills"
https://skills.sh/microsoft/azure-skills/azure-hosted-copilot-sdk,microsoft,azure-skills,azure-hosted-copilot-sdk,"azure-hosted-copilot-sdk","Discover and install skills for AI agents.",Cloud/Azure,"azure, hosted, copilot, sdk",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-hosted-copilot-sdk",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-hosted-copilot-sdk/references/existing-project-integration.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-hosted-copilot-sdk/references/copilot-sdk.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-hosted-copilot-sdk/references/deploy-existing.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-hosted-copilot-sdk/references/deploy-existing.md"
https://skills.sh/microsoft/azure-skills/azure-resource-lookup,microsoft,azure-skills,azure-resource-lookup,"azure-resource-lookup","Discover and install skills for AI agents.",Cloud/Azure,"azure, resource, lookup",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-resource-lookup",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-resource-lookup/references/azure-resource-graph.md, https://github.com/microsoft/azure-skills"
https://skills.sh/microsoft/azure-skills/azure-cloud-migrate,microsoft,azure-skills,azure-cloud-migrate,"azure-cloud-migrate","Discover and install skills for AI agents.",Cloud/Azure,"azure, cloud, migrate",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-cloud-migrate",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-cloud-migrate/references/services/functions/global-rules.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-cloud-migrate/references/services/functions/lambda-to-functions.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-cloud-migrate/references/services/functions/assessment.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-cloud-migrate/references/services/functions/code-migration.md"
https://skills.sh/microsoft/azure-skills/azure-aigateway,microsoft,azure-skills,azure-aigateway,"azure-aigateway","Discover and install skills for AI agents.",Cloud/Azure,"azure, aigateway",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-aigateway",,true,"https://vercel.com, https://learn.microsoft.com/azure/api-management/get-started-create-service-instance, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-aigateway/references/policies.md#token-rate-limiting, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-aigateway/references/policies.md#semantic-caching, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-aigateway/references/policies.md#token-metrics"
https://skills.sh/microsoft/azure-skills/azure-kusto,microsoft,azure-skills,azure-kusto,"azure-kusto","Discover and install skills for AI agents.",Cloud/Azure,"azure, kusto",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-kusto",,true,"https://vercel.com, https://github.com/microsoft/azure-skills"
https://skills.sh/vercel-labs/agent-browser/agent-browser,vercel-labs,agent-browser,agent-browser,"agent-browser","Discover and install skills for AI agents.",Frontend/Design,"agent, browser",,,"$ npx skills add https://github.com/vercel-labs/agent-browser --skill agent-browser",,true,"https://vercel.com, https://github.com/vercel-labs/agent-browser"
https://skills.sh/microsoft/azure-skills/azure-quotas,microsoft,azure-skills,azure-quotas,"azure-quotas","Discover and install skills for AI agents.",Cloud/Azure,"azure, quotas",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-quotas",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-quotas/./references/commands.md, https://portal.azure.com/#blade/Microsoft_Azure_Capacity/QuotaMenuBlade/myQuotas, https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/azure-subscription-service-limits, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-quotas/./references/commands.md"
https://skills.sh/microsoft/azure-skills/azure-upgrade,microsoft,azure-skills,azure-upgrade,"azure-upgrade","Discover and install skills for AI agents.",Cloud/Azure,"azure, upgrade",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-upgrade",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-upgrade/references/global-rules.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-upgrade/references/services/functions/consumption-to-flex.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-upgrade/references/services/functions/consumption-to-flex.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-upgrade/references/global-rules.md"
https://skills.sh/anthropics/skills/skill-creator,anthropics,skills,skill-creator,"skill-creator","Discover and install skills for AI agents.",Frontend/Design,"skill, creator",,,"$ npx skills add https://github.com/anthropics/skills --skill skill-creator",,true,"https://vercel.com, https://github.com/anthropics/skills"
https://skills.sh/microsoft/azure-skills/azure-cost-optimization,microsoft,azure-skills,azure-cost-optimization,"azure-cost-optimization","Discover and install skills for AI agents.",Cloud/Azure,"azure, cost, optimization",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-cost-optimization",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-cost-optimization/./references/azure-redis.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-cost-optimization/./references/azure-quick-review.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-cost-optimization/./references/azure-redis.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-cost-optimization/./templates/redis-subscription-level-report.md"
https://skills.sh/skillssh/skills/ai-image-generation,skillssh,skills,ai-image-generation,"ai-image-generation","Discover and install skills for AI agents.",Frontend/Design,"ai, image, generation",,,"$ npx skills add https://github.com/skillssh/skills --skill ai-image-generation",,true,"https://vercel.com, https://inference.sh, https://raw.githubusercontent.com/inference-sh/skills/refs/heads/main/cli-install.md, https://inference.sh/docs/apps/running, https://inference.sh/docs/examples/image-generation"
https://skills.sh/skillssh/skills/ai-video-generation,skillssh,skills,ai-video-generation,"ai-video-generation","Discover and install skills for AI agents.",Frontend/Design,"ai, video, generation",,,"$ npx skills add https://github.com/skillssh/skills --skill ai-video-generation",,true,"https://vercel.com, https://inference.sh, https://raw.githubusercontent.com/inference-sh/skills/refs/heads/main/cli-install.md, https://inference.sh/docs/apps/running, https://inference.sh/docs/api/sdk/streaming"
https://skills.sh/skillssh/skills/agent-tools,skillssh,skills,agent-tools,"agent-tools","Discover and install skills for AI agents.",Frontend/Design,"agent, tools",,,"$ npx skills add https://github.com/skillssh/skills --skill agent-tools",,true,"https://vercel.com, https://inference.sh, https://cli.inference.sh, https://docs.sigstore.dev/cosign/system_config/installation/, https://github.com/skillssh/skills/blob/HEAD/tools/agent-tools/references/authentication.md"
https://skills.sh/skillssh/skills/infsh-cli,skillssh,skills,infsh-cli,"infsh-cli","Discover and install skills for AI agents.",Frontend/Design,"infsh, cli",,,"$ npx skills add https://github.com/skillssh/skills --skill infsh-cli",,true,"https://vercel.com, https://inference.sh, https://cli.inference.sh, https://docs.sigstore.dev/cosign/system_config/installation/, https://github.com/skillssh/skills/blob/HEAD/tools/infsh-cli/references/authentication.md"
https://skills.sh/microsoft/azure-skills/azure-enterprise-infra-planner,microsoft,azure-skills,azure-enterprise-infra-planner,"azure-enterprise-infra-planner","Discover and install skills for AI agents.",Cloud/Azure,"azure, enterprise, infra, planner",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-enterprise-infra-planner",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-enterprise-infra-planner/references/plan-schema.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-enterprise-infra-planner/references/research.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-enterprise-infra-planner/references/resources/README.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-enterprise-infra-planner/references/waf-checklist.md"
https://skills.sh/vercel-labs/agent-skills/vercel-composition-patterns,vercel-labs,agent-skills,vercel-composition-patterns,"vercel-composition-patterns","Discover and install skills for AI agents.",Frontend/Design,"vercel, composition, patterns",,,"$ npx skills add https://github.com/vercel-labs/agent-skills --skill vercel-composition-patterns",,true,"https://vercel.com, https://github.com/vercel-labs/agent-skills"
https://skills.sh/microsoft/azure-skills/azure-kubernetes,microsoft,azure-skills,azure-kubernetes,"azure-kubernetes","Discover and install skills for AI agents.",Cloud/Azure,"azure, kubernetes",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-kubernetes",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-kubernetes/./references/cli-reference.md, https://learn.microsoft.com/azure/aks/azure-cni-overlay, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-kubernetes/./references/azure-aks-rightsizing.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-kubernetes/./references/azure-aks-vpa.md"
https://skills.sh/nextlevelbuilder/ui-ux-pro-max-skill/ui-ux-pro-max,nextlevelbuilder,ui-ux-pro-max-skill,ui-ux-pro-max,"ui-ux-pro-max","Discover and install skills for AI agents.",Database/Backend,"ui, ux, pro, max",,,"$ npx skills add https://github.com/nextlevelbuilder/ui-ux-pro-max-skill --skill ui-ux-pro-max",,true,"https://vercel.com, https://github.com/nextlevelbuilder/ui-ux-pro-max-skill"
https://skills.sh/obra/superpowers/brainstorming,obra,superpowers,brainstorming,"brainstorming","Discover and install skills for AI agents.",Frontend/Design,"brainstorming",,,"$ npx skills add https://github.com/obra/superpowers --skill brainstorming",,true,"https://vercel.com, https://github.com/obra/superpowers"
https://skills.sh/microsoft/github-copilot-for-azure/azure-observability,microsoft,github-copilot-for-azure,azure-observability,"azure-observability","Discover and install skills for AI agents.",Cloud/Azure,"azure, observability",,,"$ npx skills add https://github.com/microsoft/github-copilot-for-azure --skill azure-observability",,true,"https://vercel.com, https://github.com/microsoft/github-copilot-for-azure/blob/HEAD/plugin/skills/azure-observability/references/sdk/azure-monitor-opentelemetry-py.md, https://github.com/microsoft/github-copilot-for-azure/blob/HEAD/plugin/skills/azure-observability/references/sdk/azure-monitor-opentelemetry-ts.md, https://github.com/microsoft/github-copilot-for-azure/blob/HEAD/plugin/skills/azure-observability/references/sdk/azure-monitor-opentelemetry-exporter-py.md, https://github.com/microsoft/github-copilot-for-azure/blob/HEAD/plugin/skills/azure-observability/references/sdk/azure-monitor-query-py.md"
https://skills.sh/supabase/agent-skills/supabase-postgres-best-practices,supabase,agent-skills,supabase-postgres-best-practices,"supabase-postgres-best-practices","Discover and install skills for AI agents.",Database/Backend,"supabase, postgres, best, practices",,,"$ npx skills add https://github.com/supabase/agent-skills --skill supabase-postgres-best-practices",,true,"https://vercel.com, https://www.postgresql.org/docs/current/, https://supabase.com/docs, https://wiki.postgresql.org/wiki/Performance_Optimization, https://supabase.com/docs/guides/database/overview"
https://skills.sh/shadcn/ui/shadcn,shadcn,ui,shadcn,"shadcn","Discover and install skills for AI agents.",Frontend/Design,"shadcn",,,"$ npx skills add https://github.com/shadcn/ui --skill shadcn",,true,"https://vercel.com, https://github.com/shadcn/ui/blob/HEAD/skills/shadcn/./rules/styling.md, https://github.com/shadcn/ui/blob/HEAD/skills/shadcn/./rules/forms.md, https://github.com/shadcn/ui/blob/HEAD/skills/shadcn/./rules/composition.md, https://github.com/shadcn/ui/blob/HEAD/skills/shadcn/./rules/base-vs-radix.md"
https://skills.sh/vercel-labs/agent-skills/vercel-react-native-skills,vercel-labs,agent-skills,vercel-react-native-skills,"vercel-react-native-skills","Discover and install skills for AI agents.",Mobile,"vercel, react, native, skills",,,"$ npx skills add https://github.com/vercel-labs/agent-skills --skill vercel-react-native-skills",,true,"https://vercel.com, https://github.com/vercel-labs/agent-skills"
https://skills.sh/microsoft/azure-skills/azure-cost,microsoft,azure-skills,azure-cost,"azure-cost","Discover and install skills for AI agents.",Cloud/Azure,"azure, cost",,,"$ npx skills add https://github.com/microsoft/azure-skills --skill azure-cost",,true,"https://vercel.com, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-cost/cost-query/workflow.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-cost/cost-optimization/workflow.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-cost/cost-forecast/workflow.md, https://github.com/microsoft/azure-skills/blob/HEAD/.github/plugins/azure-skills/skills/azure-cost/cost-query/workflow.md"
https://skills.sh/roin-orca/skills/simple,roin-orca,skills,simple,"simple","Discover and install skills for AI agents.",Frontend/Design,"simple",,,"$ npx skills add https://github.com/roin-orca/skills --skill simple",,true,"https://vercel.com, https://github.com/roin-orca/skills"
https://skills.sh/coreyhaines31/marketingskills/seo-audit,coreyhaines31,marketingskills,seo-audit,"seo-audit","Discover and install skills for AI agents.",Frontend/Design,"seo, audit",,,"$ npx skills add https://github.com/coreyhaines31/marketingskills --skill seo-audit",,true,"https://vercel.com, https://search.google.com/test/rich-results, https://github.com/coreyhaines31/marketingskills/blob/HEAD/skills/seo-audit/references/international-seo.md, https://github.com/coreyhaines31/marketingskills/blob/HEAD/skills/seo-audit/references/ai-writing-detection.md, https://github.com/coreyhaines31/marketingskills/blob/HEAD/skills/seo-audit/references/international-seo.md"
https://skills.sh/pbakaus/impeccable/polish,pbakaus,impeccable,polish,"polish","Discover and install skills for AI agents.",Frontend/Design,"polish",,,"$ npx skills add https://github.com/pbakaus/impeccable --skill polish",,true,"https://vercel.com, https://github.com/pbakaus/impeccable"
https://skills.sh/anthropics/skills/pdf,anthropics,skills,pdf,"pdf","Discover and install skills for AI agents.",Frontend/Design,"pdf",,,"$ npx skills add https://github.com/anthropics/skills --skill pdf",,true,"https://vercel.com, https://github.com/anthropics/skills"
https://skills.sh/pbakaus/impeccable/critique,pbakaus,impeccable,critique,"critique","Discover and install skills for AI agents.",Frontend/Design,"critique",,,"$ npx skills add https://github.com/pbakaus/impeccable --skill critique",,true,"https://vercel.com, https://github.com/pbakaus/impeccable/blob/HEAD/.agents/skills/critique/reference/cognitive-load.md, https://github.com/pbakaus/impeccable/blob/HEAD/.agents/skills/critique/reference/heuristics-scoring.md, https://github.com/pbakaus/impeccable/blob/HEAD/.agents/skills/critique/reference/heuristics-scoring.md, https://github.com/pbakaus/impeccable/blob/HEAD/.agents/skills/critique/reference/heuristics-scoring.md"
https://skills.sh/pbakaus/impeccable/audit,pbakaus,impeccable,audit,"audit","Discover and install skills for AI agents.",Mobile,"audit",,,"$ npx skills add https://github.com/pbakaus/impeccable --skill audit",,true,"https://vercel.com, https://github.com/pbakaus/impeccable"
https://skills.sh/pbakaus/impeccable/adapt,pbakaus,impeccable,adapt,"adapt","Discover and install skills for AI agents.",Mobile,"adapt",,,"$ npx skills add https://github.com/pbakaus/impeccable --skill adapt",,true,"https://vercel.com, https://github.com/pbakaus/impeccable"
