url,publisher,repo,slug,name,description,category,tags,install_count,github_stars,install_command,date_added,security_audited,external_links
https://skills.sh/github/awesome-copilot/php-mcp-server-generator,github,awesome-copilot,php-mcp-server-generator,"php-mcp-server-generator","Discover and install skills for AI agents.",Frontend/Design,"php, mcp, server, generator",,,"$ npx skills add https://github.com/github/awesome-copilot --skill php-mcp-server-generator",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/comment-code-generate-a-tutorial,github,awesome-copilot,comment-code-generate-a-tutorial,"comment-code-generate-a-tutorial","Discover and install skills for AI agents.",Frontend/Design,"comment, code, generate, a, tutorial",,,"$ npx skills add https://github.com/github/awesome-copilot --skill comment-code-generate-a-tutorial",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/structured-autonomy-plan,github,awesome-copilot,structured-autonomy-plan,"structured-autonomy-plan","Discover and install skills for AI agents.",Cloud/Azure,"structured, autonomy, plan",,,"$ npx skills add https://github.com/github/awesome-copilot --skill structured-autonomy-plan",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/csharp-nunit,github,awesome-copilot,csharp-nunit,"csharp-nunit","Discover and install skills for AI agents.",Cloud/Azure,"csharp, nunit",,,"$ npx skills add https://github.com/github/awesome-copilot --skill csharp-nunit",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/model-recommendation,github,awesome-copilot,model-recommendation,"model-recommendation","Discover and install skills for AI agents.",Frontend/Design,"model, recommendation",,,"$ npx skills add https://github.com/github/awesome-copilot --skill model-recommendation",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/create-tldr-page,github,awesome-copilot,create-tldr-page,"create-tldr-page","Discover and install skills for AI agents.",Frontend/Design,"create, tldr, page",,,"$ npx skills add https://github.com/github/awesome-copilot --skill create-tldr-page",,true,"https://vercel.com, https://raw.githubusercontent.com/jhauga/tldr/refs/heads/main/pages/common/git.md, https://raw.githubusercontent.com/jhauga/tldr/refs/heads/main/pages/linux/distrobox-create.md, https://raw.githubusercontent.com/jhauga/tldr/refs/heads/main/pages/linux/nmcli.md, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/dataverse-python-quickstart,github,awesome-copilot,dataverse-python-quickstart,"dataverse-python-quickstart","Discover and install skills for AI agents.",Cloud/Azure,"dataverse, python, quickstart",,,"$ npx skills add https://github.com/github/awesome-copilot --skill dataverse-python-quickstart",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/fabric-lakehouse,github,awesome-copilot,fabric-lakehouse,"fabric-lakehouse","Discover and install skills for AI agents.",Cloud/Azure,"fabric, lakehouse",,,"$ npx skills add https://github.com/github/awesome-copilot --skill fabric-lakehouse",,true,"https://vercel.com, https://github.com/github/awesome-copilot/blob/HEAD/skills/fabric-lakehouse/references/pyspark.md, https://github.com/github/awesome-copilot/blob/HEAD/skills/fabric-lakehouse/references/getdata.md, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/first-ask,github,awesome-copilot,first-ask,"first-ask","Discover and install skills for AI agents.",Frontend/Design,"first, ask",,,"$ npx skills add https://github.com/github/awesome-copilot --skill first-ask",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/update-llms,github,awesome-copilot,update-llms,"update-llms","Discover and install skills for AI agents.",Frontend/Design,"update, llms",,,"$ npx skills add https://github.com/github/awesome-copilot --skill update-llms",,true,"https://vercel.com, https://llmstxt.org/, https://llmstxt.org/, https://llmstxt.org/, https://llmstxt.org/"
https://skills.sh/github/awesome-copilot/swift-mcp-server-generator,github,awesome-copilot,swift-mcp-server-generator,"swift-mcp-server-generator","Discover and install skills for AI agents.",Mobile,"swift, mcp, server, generator",,,"$ npx skills add https://github.com/github/awesome-copilot --skill swift-mcp-server-generator",,true,"https://vercel.com, https://github.com/modelcontextprotocol/swift-sdk, https://github.com/apple/swift-log, https://github.com/swift-server/swift-service-lifecycle, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/transloadit-media-processing,github,awesome-copilot,transloadit-media-processing,"transloadit-media-processing","Discover and install skills for AI agents.",Frontend/Design,"transloadit, media, processing",,,"$ npx skills add https://github.com/github/awesome-copilot --skill transloadit-media-processing",,true,"https://vercel.com, https://transloadit.com/c/-/api-credentials, https://transloadit.com/docs/transcoding/, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/tldr-prompt,github,awesome-copilot,tldr-prompt,"tldr-prompt","Discover and install skills for AI agents.",Frontend/Design,"tldr, prompt",,,"$ npx skills add https://github.com/github/awesome-copilot --skill tldr-prompt",,true,"https://vercel.com, https://github.com/github/awesome-copilot, https://raw.githubusercontent.com/github/awesome-copilot/refs/heads/main/%7B%7Bfolder%7D%7D/%7B%7Bfilename%7D%7D, https://raw.githubusercontent.com/github/awesome-copilot/refs/heads/main/prompts/java-junit.prompt.md, https://modelcontextprotocol.io/"
https://skills.sh/github/awesome-copilot/power-bi-model-design-review,github,awesome-copilot,power-bi-model-design-review,"power-bi-model-design-review","Discover and install skills for AI agents.",Frontend/Design,"power, bi, model, design, review",,,"$ npx skills add https://github.com/github/awesome-copilot --skill power-bi-model-design-review",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/copilot-usage-metrics,github,awesome-copilot,copilot-usage-metrics,"copilot-usage-metrics","Discover and install skills for AI agents.",Frontend/Design,"copilot, usage, metrics",,,"$ npx skills add https://github.com/github/awesome-copilot --skill copilot-usage-metrics",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/power-bi-performance-troubleshooting,github,awesome-copilot,power-bi-performance-troubleshooting,"power-bi-performance-troubleshooting","Discover and install skills for AI agents.",Mobile,"power, bi, performance, troubleshooting",,,"$ npx skills add https://github.com/github/awesome-copilot --skill power-bi-performance-troubleshooting",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/sponsor-finder,github,awesome-copilot,sponsor-finder,"sponsor-finder","Discover and install skills for AI agents.",Frontend/Design,"sponsor, finder",,,"$ npx skills add https://github.com/github/awesome-copilot --skill sponsor-finder",,true,"https://vercel.com, https://docs.github.com/en/communities/setting-up-your-project-for-healthy-contributions/creating-a-default-community-health-file, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/suggest-awesome-github-copilot-agents,github,awesome-copilot,suggest-awesome-github-copilot-agents,"suggest-awesome-github-copilot-agents","Discover and install skills for AI agents.",Frontend/Design,"suggest, awesome, github, copilot, agents",,,"$ npx skills add https://github.com/github/awesome-copilot --skill suggest-awesome-github-copilot-agents",,true,"https://vercel.com, https://github.com/github/awesome-copilot/blob/main/docs/README.agents.md, https://github.com/github/awesome-copilot/tree/main/agents, https://github.com/github/awesome-copilot/blob/main/docs/README.agents.md, https://github.com/github/awesome-copilot/blob/main/agents/amplitude-experiment-implementation.agent.md"
https://skills.sh/github/awesome-copilot/bigquery-pipeline-audit,github,awesome-copilot,bigquery-pipeline-audit,"bigquery-pipeline-audit","Discover and install skills for AI agents.",Database/Backend,"bigquery, pipeline, audit",,,"$ npx skills add https://github.com/github/awesome-copilot --skill bigquery-pipeline-audit",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/csharp-mstest,github,awesome-copilot,csharp-mstest,"csharp-mstest","Discover and install skills for AI agents.",Frontend/Design,"csharp, mstest",,,"$ npx skills add https://github.com/github/awesome-copilot --skill csharp-mstest",,true,"https://vercel.com, https://learn.microsoft.com/dotnet/core/testing/unit-testing-mstest-writing-tests-testcontext, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/structured-autonomy-implement,github,awesome-copilot,structured-autonomy-implement,"structured-autonomy-implement","Discover and install skills for AI agents.",Frontend/Design,"structured, autonomy, implement",,,"$ npx skills add https://github.com/github/awesome-copilot --skill structured-autonomy-implement",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/gen-specs-as-issues,github,awesome-copilot,gen-specs-as-issues,"gen-specs-as-issues","Discover and install skills for AI agents.",Frontend/Design,"gen, specs, as, issues",,,"$ npx skills add https://github.com/github/awesome-copilot --skill gen-specs-as-issues",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/containerize-aspnetcore,github,awesome-copilot,containerize-aspnetcore,"containerize-aspnetcore","Discover and install skills for AI agents.",Cloud/Azure,"containerize, aspnetcore",,,"$ npx skills add https://github.com/github/awesome-copilot --skill containerize-aspnetcore",,true,"https://vercel.com, https://github.com/dotnet/dotnet-docker/blob/main/README.sdk.md, https://github.com/dotnet/dotnet-docker/blob/main/README.aspnet.md, https://github.com/dotnet/dotnet-docker/blob/main/README.runtime.md, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/mcp-create-adaptive-cards,github,awesome-copilot,mcp-create-adaptive-cards,"mcp-create-adaptive-cards","Discover and install skills for AI agents.",Cloud/Azure,"mcp, create, adaptive, cards",,,"$ npx skills add https://github.com/github/awesome-copilot --skill mcp-create-adaptive-cards",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/suggest-awesome-github-copilot-instructions,github,awesome-copilot,suggest-awesome-github-copilot-instructions,"suggest-awesome-github-copilot-instructions","Discover and install skills for AI agents.",Frontend/Design,"suggest, awesome, github, copilot, instructions",,,"$ npx skills add https://github.com/github/awesome-copilot --skill suggest-awesome-github-copilot-instructions",,true,"https://vercel.com, https://github.com/github/awesome-copilot/blob/main/docs/README.instructions.md, https://github.com/github/awesome-copilot/blob/main/docs/README.instructions.md, https://github.com/github/awesome-copilot/blob/main/instructions/blazor.instructions.md, https://github.com/github/awesome-copilot/blob/main/instructions/reactjs.instructions.md"
https://skills.sh/github/awesome-copilot/typespec-api-operations,github,awesome-copilot,typespec-api-operations,"typespec-api-operations","Discover and install skills for AI agents.",Cloud/Azure,"typespec, api, operations",,,"$ npx skills add https://github.com/github/awesome-copilot --skill typespec-api-operations",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/dataverse-python-usecase-builder,github,awesome-copilot,dataverse-python-usecase-builder,"dataverse-python-usecase-builder","Discover and install skills for AI agents.",Frontend/Design,"dataverse, python, usecase, builder",,,"$ npx skills add https://github.com/github/awesome-copilot --skill dataverse-python-usecase-builder",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/csharp-mcp-server-generator,github,awesome-copilot,csharp-mcp-server-generator,"csharp-mcp-server-generator","Discover and install skills for AI agents.",Cloud/Azure,"csharp, mcp, server, generator",,,"$ npx skills add https://github.com/github/awesome-copilot --skill csharp-mcp-server-generator",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/mcp-create-declarative-agent,github,awesome-copilot,mcp-create-declarative-agent,"mcp-create-declarative-agent","Discover and install skills for AI agents.",Cloud/Azure,"mcp, create, declarative, agent",,,"$ npx skills add https://github.com/github/awesome-copilot --skill mcp-create-declarative-agent",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/wshobson/agents/gdpr-data-handling,wshobson,agents,gdpr-data-handling,"gdpr-data-handling","Discover and install skills for AI agents.",Frontend/Design,"gdpr, data, handling",,,"$ npx skills add https://github.com/wshobson/agents --skill gdpr-data-handling",,true,"https://vercel.com, https://github.com/wshobson/agents"
https://skills.sh/github/awesome-copilot/csharp-tunit,github,awesome-copilot,csharp-tunit,"csharp-tunit","Discover and install skills for AI agents.",Frontend/Design,"csharp, tunit",,,"$ npx skills add https://github.com/github/awesome-copilot --skill csharp-tunit",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/structured-autonomy-generate,github,awesome-copilot,structured-autonomy-generate,"structured-autonomy-generate","Discover and install skills for AI agents.",Frontend/Design,"structured, autonomy, generate",,,"$ npx skills add https://github.com/github/awesome-copilot --skill structured-autonomy-generate",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/java-mcp-server-generator,github,awesome-copilot,java-mcp-server-generator,"java-mcp-server-generator","Discover and install skills for AI agents.",Frontend/Design,"java, mcp, server, generator",,,"$ npx skills add https://github.com/github/awesome-copilot --skill java-mcp-server-generator",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/fedora-linux-triage,github,awesome-copilot,fedora-linux-triage,"fedora-linux-triage","Discover and install skills for AI agents.",Frontend/Design,"fedora, linux, triage",,,"$ npx skills add https://github.com/github/awesome-copilot --skill fedora-linux-triage",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/declarative-agents,github,awesome-copilot,declarative-agents,"declarative-agents","Discover and install skills for AI agents.",Cloud/Azure,"declarative, agents",,,"$ npx skills add https://github.com/github/awesome-copilot --skill declarative-agents",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/antibrow/anti-detect-browser-skills/anti-detect-browser,antibrow,anti-detect-browser-skills,anti-detect-browser,"anti-detect-browser","Discover and install skills for AI agents.",Frontend/Design,"anti, detect, browser",,,"$ npx skills add https://github.com/antibrow/anti-detect-browser-skills --skill anti-detect-browser",,true,"https://vercel.com, https://github.com/antibrow/anti-detect-browser-skills"
https://skills.sh/github/awesome-copilot/go-mcp-server-generator,github,awesome-copilot,go-mcp-server-generator,"go-mcp-server-generator","Discover and install skills for AI agents.",Frontend/Design,"go, mcp, server, generator",,,"$ npx skills add https://github.com/github/awesome-copilot --skill go-mcp-server-generator",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/shuffle-json-data,github,awesome-copilot,shuffle-json-data,"shuffle-json-data","Discover and install skills for AI agents.",Frontend/Design,"shuffle, json, data",,,"$ npx skills add https://github.com/github/awesome-copilot --skill shuffle-json-data",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/java-add-graalvm-native-image-support,github,awesome-copilot,java-add-graalvm-native-image-support,"java-add-graalvm-native-image-support","Discover and install skills for AI agents.",Frontend/Design,"java, add, graalvm, native, image, support",,,"$ npx skills add https://github.com/github/awesome-copilot --skill java-add-graalvm-native-image-support",,true,"https://vercel.com, https://www.graalvm.org/latest/reference-manual/native-image/, https://docs.spring.io/spring-boot/docs/current/reference/html/native-image.html, https://quarkus.io/guides/building-native-image, https://docs.micronaut.io/latest/guide/index.html#graal"
https://skills.sh/github/awesome-copilot/typespec-create-agent,github,awesome-copilot,typespec-create-agent,"typespec-create-agent","Discover and install skills for AI agents.",Cloud/Azure,"typespec, create, agent",,,"$ npx skills add https://github.com/github/awesome-copilot --skill typespec-create-agent",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/power-apps-code-app-scaffold,github,awesome-copilot,power-apps-code-app-scaffold,"power-apps-code-app-scaffold","Discover and install skills for AI agents.",Cloud/Azure,"power, apps, code, app, scaffold",,,"$ npx skills add https://github.com/github/awesome-copilot --skill power-apps-code-app-scaffold",,true,"https://vercel.com, https://github.com/microsoft/PowerAppsCodeApps, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/create-spring-boot-kotlin-project,github,awesome-copilot,create-spring-boot-kotlin-project,"create-spring-boot-kotlin-project","Discover and install skills for AI agents.",Database/Backend,"create, spring, boot, kotlin, project",,,"$ npx skills add https://github.com/github/awesome-copilot --skill create-spring-boot-kotlin-project",,true,"https://vercel.com, https://github.com/github/awesome-copilot/blob/HEAD/skills/create-spring-boot-kotlin-project/./create-spring-boot-kotlin-project.prompt.md#download-spring-boot-project-template, https://github.com/github/awesome-copilot/blob/HEAD/skills/create-spring-boot-kotlin-project/./create-spring-boot-kotlin-project.prompt.md#download-spring-boot-project-template, https://github.com/github/awesome-copilot"
https://skills.sh/benjitaylor/agentation/agentation,benjitaylor,agentation,agentation,"agentation","Discover and install skills for AI agents.",Frontend/Design,"agentation",,,"$ npx skills add https://github.com/benjitaylor/agentation --skill agentation",,true,"https://vercel.com, https://github.com/neondatabase/add-mcp, https://github.com/benjitaylor/agentation"
https://skills.sh/github/awesome-copilot/typespec-create-api-plugin,github,awesome-copilot,typespec-create-api-plugin,"typespec-create-api-plugin","Discover and install skills for AI agents.",Cloud/Azure,"typespec, create, api, plugin",,,"$ npx skills add https://github.com/github/awesome-copilot --skill typespec-create-api-plugin",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/mcp-copilot-studio-server-generator,github,awesome-copilot,mcp-copilot-studio-server-generator,"mcp-copilot-studio-server-generator","Discover and install skills for AI agents.",Cloud/Azure,"mcp, copilot, studio, server, generator",,,"$ npx skills add https://github.com/github/awesome-copilot --skill mcp-copilot-studio-server-generator",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/cosmosdb-datamodeling,github,awesome-copilot,cosmosdb-datamodeling,"cosmosdb-datamodeling","Discover and install skills for AI agents.",Cloud/Azure,"cosmosdb, datamodeling",,,"$ npx skills add https://github.com/github/awesome-copilot --skill cosmosdb-datamodeling",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/kotlin-mcp-server-generator,github,awesome-copilot,kotlin-mcp-server-generator,"kotlin-mcp-server-generator","Discover and install skills for AI agents.",Frontend/Design,"kotlin, mcp, server, generator",,,"$ npx skills add https://github.com/github/awesome-copilot --skill kotlin-mcp-server-generator",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/mcp-use/mcp-use/mcp-apps-builder,mcp-use,mcp-use,mcp-apps-builder,"mcp-apps-builder","Discover and install skills for AI agents.",Database/Backend,"mcp, apps, builder",,,"$ npx skills add https://github.com/mcp-use/mcp-use --skill mcp-apps-builder",,true,"https://vercel.com, https://github.com/mcp-use/mcp-use/blob/HEAD/skills/mcp-apps-builder/references/foundations/quickstart.md, https://github.com/mcp-use/mcp-use/blob/HEAD/skills/mcp-apps-builder/references/foundations/concepts.md, https://github.com/mcp-use/mcp-use/blob/HEAD/skills/mcp-apps-builder/references/foundations/architecture.md, https://github.com/mcp-use/mcp-use/blob/HEAD/skills/mcp-apps-builder/references/foundations/quickstart.md"
https://skills.sh/github/awesome-copilot/azure-resource-health-diagnose,github,awesome-copilot,azure-resource-health-diagnose,"azure-resource-health-diagnose","Discover and install skills for AI agents.",Cloud/Azure,"azure, resource, health, diagnose",,,"$ npx skills add https://github.com/github/awesome-copilot --skill azure-resource-health-diagnose",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/wshobson/agents/python-design-patterns,wshobson,agents,python-design-patterns,"python-design-patterns","Discover and install skills for AI agents.",Frontend/Design,"python, design, patterns",,,"$ npx skills add https://github.com/wshobson/agents --skill python-design-patterns",,true,"https://vercel.com, https://github.com/wshobson/agents/blob/HEAD/plugins/python-development/skills/python-design-patterns/../python-testing-patterns/SKILL.md, https://github.com/wshobson/agents/blob/HEAD/plugins/python-development/skills/python-design-patterns/../python-project-setup/SKILL.md, https://github.com/wshobson/agents"
https://skills.sh/github/awesome-copilot/containerize-aspnet-framework,github,awesome-copilot,containerize-aspnet-framework,"containerize-aspnet-framework","Discover and install skills for AI agents.",Frontend/Design,"containerize, aspnet, framework",,,"$ npx skills add https://github.com/github/awesome-copilot --skill containerize-aspnet-framework",,true,"https://vercel.com, https://github.com/microsoft/dotnet-framework-docker/blob/main/README.aspnet.md#full-tag-listing, https://github.com/microsoft/windows-container-tools/releases/download/v2.1.1/LogMonitor.exe, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/az-cost-optimize,github,awesome-copilot,az-cost-optimize,"az-cost-optimize","Discover and install skills for AI agents.",Cloud/Azure,"az, cost, optimize",,,"$ npx skills add https://github.com/github/awesome-copilot --skill az-cost-optimize",,true,"https://vercel.com, https://azure.microsoft.com/pricing/, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/entra-agent-user,github,awesome-copilot,entra-agent-user,"entra-agent-user","Discover and install skills for AI agents.",Cloud/Azure,"entra, agent, user",,,"$ npx skills add https://github.com/github/awesome-copilot --skill entra-agent-user",,true,"https://vercel.com, https://learn.microsoft.com/en-us/entra/agent-id/identity-platform/agent-identities, https://learn.microsoft.com/en-us/entra/agent-id/identity-platform/agent-users, https://learn.microsoft.com/en-us/entra/agent-id/identity-platform/agent-service-principals, https://learn.microsoft.com/en-us/entra/agent-id/identity-platform/create-blueprint"
https://skills.sh/github/awesome-copilot/power-platform-mcp-connector-suite,github,awesome-copilot,power-platform-mcp-connector-suite,"power-platform-mcp-connector-suite","Discover and install skills for AI agents.",Cloud/Azure,"power, platform, mcp, connector, suite",,,"$ npx skills add https://github.com/github/awesome-copilot --skill power-platform-mcp-connector-suite",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/centos-linux-triage,github,awesome-copilot,centos-linux-triage,"centos-linux-triage","Discover and install skills for AI agents.",Frontend/Design,"centos, linux, triage",,,"$ npx skills add https://github.com/github/awesome-copilot --skill centos-linux-triage",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/fluxa-agent-payment/fluxa-ai-wallet-mcp/fluxa-agent-wallet,fluxa-agent-payment,fluxa-ai-wallet-mcp,fluxa-agent-wallet,"fluxa-agent-wallet","Discover and install skills for AI agents.",Frontend/Design,"fluxa, agent, wallet",,,"$ npx skills add https://github.com/fluxa-agent-payment/fluxa-ai-wallet-mcp --skill fluxa-agent-wallet",,true,"https://vercel.com, https://www.agenthansa.com/llms.txt, https://monetize.fluxapay.xyz/api/discover?type=skill, https://monetize.fluxapay.xyz/browse-skills/claw-first-reaction-video, https://github.com/fluxa-agent-payment/fluxa-ai-wallet-mcp/blob/HEAD/skills/fluxa-agent-wallet/MANDATE-PLANNING.md"
https://skills.sh/github/awesome-copilot/ruby-mcp-server-generator,github,awesome-copilot,ruby-mcp-server-generator,"ruby-mcp-server-generator","Discover and install skills for AI agents.",Frontend/Design,"ruby, mcp, server, generator",,,"$ npx skills add https://github.com/github/awesome-copilot --skill ruby-mcp-server-generator",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/github/awesome-copilot/update-avm-modules-in-bicep,github,awesome-copilot,update-avm-modules-in-bicep,"update-avm-modules-in-bicep","Discover and install skills for AI agents.",Cloud/Azure,"update, avm, modules, in, bicep",,,"$ npx skills add https://github.com/github/awesome-copilot --skill update-avm-modules-in-bicep",,true,"https://vercel.com, https://github.com/github/awesome-copilot"
https://skills.sh/flutter/skills/flutter-testing-apps,flutter,skills,flutter-testing-apps,"flutter-testing-apps","Discover and install skills for AI agents.",Database/Backend,"flutter, testing, apps",,,"$ npx skills add https://github.com/flutter/skills --skill flutter-testing-apps",,true,"https://vercel.com, https://github.com/flutter/skills"
https://skills.sh/jeffallan/claude-skills/kubernetes-specialist,jeffallan,claude-skills,kubernetes-specialist,"kubernetes-specialist","Discover and install skills for AI agents.",Cloud/Azure,"kubernetes, specialist",,,"$ npx skills add https://github.com/jeffallan/claude-skills --skill kubernetes-specialist",,true,"https://vercel.com, https://github.com/jeffallan/claude-skills"
https://skills.sh/wshobson/agents/github-actions-templates,wshobson,agents,github-actions-templates,"github-actions-templates","Discover and install skills for AI agents.",Cloud/Azure,"github, actions, templates",,,"$ npx skills add https://github.com/wshobson/agents --skill github-actions-templates",,true,"https://vercel.com, https://github.com/wshobson/agents"
https://skills.sh/supercent-io/skills-template/pptx-presentation-builder,supercent-io,skills-template,pptx-presentation-builder,"presentation-builder","Discover and install skills for AI agents.",Mobile,"pptx, presentation, builder",,,"$ npx skills add https://github.com/supercent-io/skills-template --skill presentation-builder",,true,"https://vercel.com, https://github.com/supercent-io/skills-template"
https://skills.sh/supercent-io/skills-template/marketing-skills-collection,supercent-io,skills-template,marketing-skills-collection,"marketing-skills-collection","Discover and install skills for AI agents.",Frontend/Design,"marketing, skills, collection",,,"$ npx skills add https://github.com/supercent-io/skills-template --skill marketing-skills-collection",,true,"https://vercel.com, https://github.com/supercent-io/skills-template/blob/HEAD/.agent-skills/marketing-skills-collection/../../documentation/presentation-builder/SKILL.md, https://github.com/supercent-io/skills-template/blob/HEAD/.agent-skills/marketing-skills-collection/../../frontend/design-system/SKILL.md, https://github.com/supercent-io/skills-template/blob/HEAD/.agent-skills/marketing-skills-collection/../../creative-media/image-generation/SKILL.md, https://github.com/supercent-io/skills-template"
https://skills.sh/flutter/skills/flutter-caching-data,flutter,skills,flutter-caching-data,"flutter-caching-data","Discover and install skills for AI agents.",Database/Backend,"flutter, caching, data",,,"$ npx skills add https://github.com/flutter/skills --skill flutter-caching-data",,true,"https://vercel.com, https://github.com/flutter/skills"
https://skills.sh/tavily-ai/skills/tavily-best-practices,tavily-ai,skills,tavily-best-practices,"tavily-best-practices","Discover and install skills for AI agents.",Frontend/Design,"tavily, best, practices",,,"$ npx skills add https://github.com/tavily-ai/skills --skill tavily-best-practices",,true,"https://vercel.com, https://github.com/tavily-ai/skills/blob/HEAD/skills/tavily-best-practices/references/sdk.md, https://github.com/tavily-ai/skills/blob/HEAD/skills/tavily-best-practices/references/search.md, https://github.com/tavily-ai/skills/blob/HEAD/skills/tavily-best-practices/references/extract.md, https://github.com/tavily-ai/skills/blob/HEAD/skills/tavily-best-practices/references/crawl.md"
https://skills.sh/jakubkrehel/make-interfaces-feel-better/make-interfaces-feel-better,jakubkrehel,make-interfaces-feel-better,make-interfaces-feel-better,"make-interfaces-feel-better","Discover and install skills for AI agents.",Frontend/Design,"make, interfaces, feel, better",,,"$ npx skills add https://github.com/jakubkrehel/make-interfaces-feel-better --skill make-interfaces-feel-better",,true,"https://vercel.com, https://github.com/jakubkrehel/make-interfaces-feel-better/blob/HEAD/skills/make-interfaces-feel-better/typography.md, https://github.com/jakubkrehel/make-interfaces-feel-better/blob/HEAD/skills/make-interfaces-feel-better/surfaces.md, https://github.com/jakubkrehel/make-interfaces-feel-better/blob/HEAD/skills/make-interfaces-feel-better/animations.md, https://github.com/jakubkrehel/make-interfaces-feel-better/blob/HEAD/skills/make-interfaces-feel-better/performance.md"
https://skills.sh/flutter/skills/flutter-reducing-app-size,flutter,skills,flutter-reducing-app-size,"flutter-reducing-app-size","Discover and install skills for AI agents.",Mobile,"flutter, reducing, app, size",,,"$ npx skills add https://github.com/flutter/skills --skill flutter-reducing-app-size",,true,"https://vercel.com, https://github.com/flutter/skills"
https://skills.sh/flutter/skills/flutter-building-forms,flutter,skills,flutter-building-forms,"flutter-building-forms","Discover and install skills for AI agents.",Mobile,"flutter, building, forms",,,"$ npx skills add https://github.com/flutter/skills --skill flutter-building-forms",,true,"https://vercel.com, https://github.com/flutter/skills"
https://skills.sh/jeffallan/claude-skills/php-pro,jeffallan,claude-skills,php-pro,"php-pro","Discover and install skills for AI agents.",Database/Backend,"php, pro",,,"$ npx skills add https://github.com/jeffallan/claude-skills --skill php-pro",,true,"https://vercel.com, https://github.com/jeffallan/claude-skills"
https://skills.sh/flutter/skills/flutter-handling-http-and-json,flutter,skills,flutter-handling-http-and-json,"flutter-handling-http-and-json","Discover and install skills for AI agents.",Mobile,"flutter, handling, http, and, json",,,"$ npx skills add https://github.com/flutter/skills --skill flutter-handling-http-and-json",,true,"https://vercel.com, https://github.com/flutter/skills"
